id,question,answer,prediction,meta-llama__Llama-3.3-70B-Instruct,Qwen__Qwen3-32B,google__gemma-3-27b-it,majority_vote
206,Vrai ou Faux : Le dépositaire du fonds est situé à Londres.,Faux, Faux,True,True,True,True
207,Oui/Non : Janus Henderson Investors UK Limited est-il l’un des distributeurs du fonds ?,Oui, Oui,True,True,True,True
208,Le promoteur du fonds est-il le même que le conseiller en investissement ?,Oui, Oui,True,True,True,True
209,Quel est le montant minimal pour une souscription initiale en Catégorie A en euros ?,2 500 EUR, 2 500 EUR,True,True,True,True
210,Peut-on effectuer une souscription ultérieure en Catégorie I ?,Non,"
Oui",False,False,False,False
211,Quel est le montant minimal requis pour la Catégorie Z en livres sterling (GBP) ?,15 000 000 GBP, 18 000 000 GBP,False,False,False,False
212,Quelle catégorie a le seuil le plus bas pour une souscription initiale ?,Y,"
Y EUR",True,True,True,True
213,Combien faut-il investir au minimum pour souscrire à la Catégorie G en USD ?,50 000 000 USD, 50 000 000 USD,True,True,True,True
214,Y a-t-il une différence entre les montants minimaux en USD et en EUR pour la Catégorie Z ?,Oui, Oui,True,True,True,True
215,Peut-on souscrire à la Catégorie A en GBP avec un montant initial de 2 500 GBP ?,Oui, Non,False,False,False,False
216,La Catégorie G exige-t-elle un investissement initial supérieur à 10 000 000 EUR ?,Oui, Oui,True,True,True,True
217,La Catégorie Y est-elle disponible en USD ?,Non,"
Non",True,True,True,True
218,Peut-on investir dans la Catégorie Z en EUR avec un montant initial de 1 000 000 EUR ?,Non, Non,True,True,True,True
219,Vrai ou Faux : La Catégorie S en USD demande un investissement initial supérieur à celui de la Catégorie I.,Vrai, Vrai,True,True,True,True
220,Vrai ou Faux : Le montant minimum requis pour la Catégorie E est de 2 500 dans chaque devise.,Faux, Vrai,False,False,False,False
221,Quel est le dépositaire par délégation pour les actions « A » chinoises ?,JPMorgan Chase Bank (China) Company Limited,"
JPMorgan Chase Bank (China) Company Limited (Remarque : Les clients doivent se reporter aux instructions de règlement) 1st Floor, Park Place, No. 1601, West Nanjing Road, Jing'an District, Shanghai
HSBC",False,False,False,False
222,"Pour les actions « B » chinoises, quelle est la banque dépositaire par délégation ?",HSBC Bank (China) Company Limited,"
HSBC Bank (China) Company Limited",True,True,True,True
223,Quelle banque remplit le rôle de correspondant espèces pour les actions « B » chinoises ?,"JPMorgan Chase Bank, N.A","
JPMorgan Chase Bank, N.A.",True,True,True,True
224,Quel établissement est le dépositaire pour le marché sud-africain ?,FirstRand Bank Limited,"
FirstRand Bank Limited",True,True,True,True
225,Quelle catégorie d’actions applique les frais les plus élevés en matière de charges et commissions ?,Catégorie B, Catégorie A,False,False,False,False
226,Quelles catégories d’actions n’appliquent aucune commission de souscription initiale ?,"Les catégories B, G, H ","
Catégorie B, Catégorie D, Catégorie E, Catégorie H",False,False,False,False
227,"Quelle est la seule catégorie à imposer une commission de services aux actionnaires de 1,25 % ?",catégorie E,"
Catégorie G",False,False,False,False
228,Quels types de commissions sont absentes dans toutes les catégories d’actions ?,commission de performance,"
Commission de surperformance initiale, Commission de gestion annuelle, Commission de surperformance.",False,False,False,False
229,Quelles catégories d’actions appliquent une commission de distribution?,Catégorie B,"
Catégorie A, Catégorie B, Catégorie C, Catégorie D, Catégorie E, Catégorie H",False,False,False,False
230,Combien de devises différentes sont utilisées pour libeller les catégories d’actions dans ce tableau ?,12,"
11",False,False,False,False
231,Existe-t-il des actions libellées en devise locale asiatique dans ce tableau ?,Oui, Oui,True,True,True,True
232,Quel est le titre de ce tableau ?,CATÉGORIES D’ACTIONS approuvées par la Banque Centrale à la date du présent Supplément, CATÉGORIES D'ACTIONS approuvées par la Banque Centrale à la date du présent Supplément.,True,True,True,True
233,Y a-t-il des catégories d’actions libellées en Réal brésilien (BRL) ?,Oui, Non.,False,False,False,False
234,Quelle devise a le moins de catégories d’actions ?,Réal brésilien,"
Renminbi chinois (CNH)",False,False,False,False
235,Ce produit financier prend-il en compte les principales incidences négatives sur les facteurs de durabilité ?,Oui," Oui, ce produit financier prend en compte les principales incidences négatives sur les facteurs de durabilité, telles que la violation du Pacte mondial et des directives de l'OCDE, l'exposition aux armes controversées, les émissions",True,True,True,True
236,Quelle méthode est utilisée pour gérer l’exposition aux armes controversées ?,Des filtres d’exclusion.,"
Filtrés d'exclusion",True,False,True,True
237,Comment le fonds prend-il en compte les violations du Pacte mondial et des directives de l'OCDE ?,Des filtres d’exclusion.,"
Le fonds prend en compte les violations du Pacte mondial et des directives de l'OCDE par des filtres d'exclusion.",True,True,True,True
238,Quelles sont les trois incidences négatives liées aux émissions de gaz à effet de serre (GES) ?,Émissions de GES ; Empreinte carbone ; Intensité de GES des entreprises en portefeuille,"
- Émissions de GES
- Empreinte carbone
- Intensité de GES des entreprises en portefeuille",True,True,True,True
239,Quelle est la méthode utilisée pour traiter les problèmes liés aux GES ?,Par un engagement avec les entreprises.,"
Par un engagement avec les entreprises",True,True,True,True
240,Quel est le taux maximum des frais de gestion financière pour la Part C ?,"0,47 % maximum", 0.47 %,True,True,True,True
241,La Part I est-elle concernée par des frais administratifs externes ?,Non, Non,True,True,True,True
242,Des frais indirects TTC sont-ils applicables ?,Non, Oui,False,False,False,False
243,Des commissions de mouvement sont-elles prélevées ?,Non,"
Oui",False,False,False,False
244,Qui prend en charge les frais administratifs externes à la société de gestion ?,Société de gestion,"
La société de gestion",True,True,True,True
245,Quelle décote est appliquée sur les garanties en espèces ?,Aucune, 0%,True,True,True,True
246,Quelle est la fourchette de décote pour les titres de créance émis par le secteur public ?,0%-4%, 0-4%,True,True,True,True
247,Les titres de créance du privés sont-ils plus décotés que ceux du secteur public ?,Oui, Oui,True,True,True,True
248,Quelle est la décote maximale appliquée aux actions ou parts d’OPC ?,0.08, La décote maximale appliquée aux actions ou parts d’OPC est de 2-8%.,False,False,False,False
249,Quelles sont les quatre grandes catégories d’actifs couvertes par la politique de décote ?,"Espèces ; Titres de créance d'émetteur du secteur public ; Titres de créance d'émetteur du secteur privé ; Actions, parts/actions d’OPC

","
Espèces, Tiers de créance d'émetteur du secteur public, Tiers de créance d'émetteur du secteur privé, Actions, participations d'OPC",True,False,True,True
250,Quelle catégorie d’actifs présente la plus large plage de décote possible ?,"Actions, parts/actions d’OPC","
Titres de créance d'émetteur du secteur privé",False,False,False,False
251,Quelle catégorie d’actifs est considérée comme la plus sûre selon le tableau ?,Espèces,"
Espèces",True,True,True,True
252,Peut-on avoir une décote nulle sur des titres autres que les espèces ?,Oui," Oui, les titres de créance d'émetteur du secteur public peuvent avoir une décote nulle (0-4%).",True,True,True,True
253,Pourquoi aucune commission n’est due en Année 6 alors que le rendement est positif ?,la sous-performance passée n'a pas été compensée," Le rendement de 0,5% en Année 6 est inférieur au seuil de performance de 1%, donc aucune commission n'est due.",False,False,False,False
254,Durant quelles années années le rendement a t-il été négatif ?,Année 4 ; Année 7," 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",False,False,False,False
255,Quelle était la VNI en début de période de l'année 3 ?,"103,2","
100",False,False,False,False
256,Combien de fois une commission de surperformance a-t-elle été facturée entre l’année 0 et l’année 10 ?,4, 3 fois,False,False,False,False
257,Pendant combien d’années consécutives aucune commission n’a été facturée ?,5, 2 ans (2010 et 2011),False,False,False,False
258,Combien de temps a-t-il fallu pour que la sous-performance accumulée soit complètement compensée après l’année 4 ?,5 ans, 1 an,False,False,False,False
259,Quelles sont les commissions d’émission pour les classes Classique et R ?,"Max 2,5%","
Les commissions d’émission sont de 2,5% pour les classes Classique et R.",True,True,True,True
260,Quelle classe d’actions n’applique aucune commission de gestion de portefeuille ?,Z,"
Classe Z",True,True,True,True
261,Combien de classes d’actions sont présentées ?,5, 4,False,False,False,False
262,La classe R applique-t-elle une commission de sortie ?,Non,"
Non",True,True,True,True
263,Sur quels indices de référence est basée la commission de surperformance ?,"50% ICE BofA Contingent Capital Index EUR Hedged (Total Return) ; 50% ICE BofA Euro Financial Subordinated & Lower Tier-2 Index (Total Return)

", 50% ICE BofA Contingent Capital Index EUR Hedged (Total Return) et 50% ICE BofA Euro Financial Subordinated & Lower Tier-2 Index (Total Return).,True,True,True,True
264,Quelle est la méthodologie utilisée pour calculer la commission de surperformance ?,Claw Back 5Y, Claw Back 5Y,True,True,True,True
265,Quel est le taux de provisionnement appliqué à la commission de surperformance de la classe I ?,20 %, 20%,True,True,True,True
266,"Quelle est l’heure limite pour effectuer une souscription, un rachat ou une conversion ?",J à 12h00 (heure de Luxembourg), 12h00 (heure de Luxembourg),True,True,True,True
267,À quelle date correspond la valeur nette d’inventaire utilisée pour les opérations ?,J,"
J à 12h00 (heure de Luxembourg)",True,False,True,True
268,"Quand a lieu l’évaluation des ordres de souscription, de rachat ou de conversion ?",J+1, Le jour J+1,True,True,True,True
269,À quelle date les paiements sont-ils effectués après une opération ?,J+3, J+3,True,True,True,True
270,Vrai / Faux : La valeur nette d’inventaire est calculée uniquement une fois par semaine.,Faux, Faux,True,True,True,True
271,Vrai / Faux : Les paiements liés aux opérations de souscription ou de rachat ont lieu trois jours après la date de l’opération.,Vrai, Vrai,True,True,True,True
272,Quelles sont les classes disposant d’un taux de provisionnement de 20% ?,Toutes les classes, Les classes VB disposent d’un taux de provisionnement de 20%.,False,False,False,False
273,Quelle classe utilise la méthodologie « High Water Mark 5Y » ?,Toutes les classes,"
VB",False,False,False,False
274,"La classe ""Classique"" en EUR avec l’ISIN LU0151324422 est-elle la seule classe avec un taux de provisionnement de 20% ?",Non, Oui.,False,False,False,False
275,"Quels sont les indices de référence utilisés pour calculer le taux de rendement minimal pour les classes Classique-H, I-H et R-H en Francs Suisse ?",SARON capitalisé (flooré à 0),"
Les indices de référence utilisés pour calculer le taux de rendement minimal pour les classes Classique-H, I-H et R-H en Francs Suisse sont les FED FUNDS (taux de référence US capitalisé, floor à 0).",False,False,False,False
276,Quelles sont les classes disponibles en devise CHF ?,Classique-H ; I-H ; R-H,"
Classe-H, I-H, R-H",True,True,True,True
277,Quelle est la devise de la classe R-H dont l'ISIN est LU1184245659 ?,CHF,"
CHF",True,True,True,True
278,"La classe R-H dont l'ISIN est LU2069305865 utilise-t-elle une méthodologie spécifique comme le ""High Water Mark"" ?",Oui, Non,False,False,False,False
279,Quel est le taux de commission de surperformance pour les classes listées ?,0.2,"
20%",True,True,True,True
280,Quelle méthodologie est utilisée pour le calcul de la surperformance ?,Claw Back 5Y, Claw Back 5Y,True,True,True,True
281,Quelle est la classe en devise GBP concernée par la surperformance ?,I,"
I",True,True,True,True
282,Sur quels indices de référence se basent toutes les classes ?,"Tous les benchmarks sont basés sur le J.P. Morgan GBI-EM Global Diversified (Total Return), avec adaptation selon la devise (USD, EUR, EUR Hedged, GBP).","
Toutes les classes se basent sur l'indice de référence J.P. Morgan GBI-EM Global Diversified (Total Return).",True,True,True,True
283,Combien d’ISIN différents sont listés dans ce tableau ?,8,"
7",False,False,False,False
284,Combien de monnaies différentes sont mentionnées dans le tableau relatif à la surperformance ?,3,"
3",True,True,True,True
285,Quelle est la méthode utilisée pour calculer la commission de surperformance de la classe V en EUR ?,Claw Back 5Y, Claw Back 5Y,True,True,True,True
286,Quel est le taux de provisionnement de la classe a classe d’action V en CHF ?,0.2, 20%,True,True,True,True
287,Quel est le benchmark utilisé pour la classe V en EUR ?,ICE BofA BB-B Global High Yield Non-Financial Constrained Index EUR Hedged (Total Return), ICE BofA BB-B Global High Yield Non-Financial Constrained Index EUR Hedged (Total Return),True,True,True,True
288,Quel est le benchmark utilisé pour la classe V en CHF ?,ICE BofA BB-B Global High Yield Non-Financial Constrained Index CHF Hedged (Total Return), ICE BofA BB-B Global High Yield Non-Financial Constrained Index CHF Hedged (Total Return).,True,True,True,True
289,Est-ce que toutes les classes d’actions ont un taux de provisionnement indiqué ?,Oui, Oui,True,True,True,True
290,L’OPCVM peut-il détenir des parts d’OPCVM de droit français ?,Oui, Oui,True,True,True,True
291,Quel est le pourcentage maximum de détention autorisé en parts d’OPCVM / FIA / fonds d’investissement ?,10 % de l’actif net, 10%,True,True,True,True
292,L’OPCVM peut-il investir dans des fonds d’investissement de droit étranger ?,Oui, Oui,True,True,True,True
293,Est-ce que les FIA européens sont éligibles à la détention par l’OPCVM ?,Oui, Oui,True,True,True,True
294,Quel est le règlement européen qui encadre les fonds monétaires dans l’Union européenne est cité ici ?,règlement européen (UE) 2017/1131, 2017/1131,True,True,True,True
295,"Quel est le pourcentage maximum de l’actif net que l’OPCVM peut investir dans des fonds à la classification ""monétaires"" ?",10 % de l’actif net, 10%,True,True,True,True
296,Quels types de risques sont mentionnés en rapport à l'utilisation des instruments ?,Actions ; Taux ; Change ; Crédit ; Autre(s) risque(s),"
Les types de risques mentionnés sont : Admission sur les marchés, Marchés organisés, Marché de gré à gré, Actions, Taux, Change, Crédit.",False,False,True,False
297,Quelles stratégies d’intervention sont mentionnées dans ce tableau ?,Couverture ; Exposition ; Arbitrage ; Autre(s) stratégie(s),"
Couverture, Exposition, Arbitrage, Autre(s) stratégie(s)",True,True,True,True
298,Quels types d’instruments dérivés sont effectivement utilisés selon le tableau ( les cases en noir signifient que l'instrument n'est pas utilisé) ?,Contrats à terme (futures) sur Actions; Contrats à terme (futures) sur Indices ; Options sur actions ; Options sur indices,"
Les types d’instruments dérivés effectivement utilisés selon le tableau sont :
- Contrats à terme (futures) sur Actions, Taux, Change, Indices
- Options sur Actions, Taux, Change, Indices
- Swaps sur T",False,False,False,False
299,Pour quel type de risque les options sur actions sont-elles utilisées dans la stratégie de gestion ?,Actions,"
Les options sur actions sont utilisées pour les risques de taux et de change dans la stratégie de gestion.",False,False,False,False
300,Les dérivés de crédit comme les Credit Default Swaps (CDS) sont-ils utilisés ?,Non, Oui,False,False,False,False
301,"Les obligations convertibles sont-elles utilisées dans la stratégie de gestion du risque de crédit, selon le tableau ?",Non, Oui,False,False,False,False
302,Les obligations convertibles sont-elles utilisées pour des stratégies d’arbitrage ?,Non, Oui,False,False,False,False
303,Les bons de souscription sont-ils utilisés pour les interventions de type couverture ?,Oui, Oui,True,True,True,True
304,Les produits de taux putables sont-ils mobilisés dans une quelconque stratégie d'intervention selon le tableau ?,Non, Non,True,True,True,True
305,Les EMTN structurés sont-ils utilisés pour intervenir sur le risque de taux ou d’actions ?,Non,"
Les EMTN structurés ne sont pas utilisés pour intervenir sur le risque de taux ou d’actions.",True,True,True,True
306,"D'après le tableau, le prospectus est-il disponible en ligne ?",Oui,,True,True,True,True
307,Les annonces de dividendes sont-elles publiées dans les médias ?,Non,,False,True,True,True
308,Un ajustement du swing pricing supérieur à 2 % est-il publié dans les médias ?,Non, Oui,False,False,False,False
309,Où peut-on consulter les politiques et procédures relatives à la gestion des réclamations et une description des fonctions actuelles du dépositaire et des conflits d’intérêts ?,Bureaux,"
Les relevés/confirmations",False,False,False,False
310,Les politiques essentielles (comme les conflits d’intérêts ou la rémunération) sont-elles consultables en ligne ?,Oui, Oui,True,True,True,True
311,La valeur liquidative (VL) quotidienne des compartiments non monétaires est-elle accessible en ligne ?,Oui, Oui,True,True,True,True
312,Le FCP peut-il investir plus de 20 % de son actif en parts ou actions d’OPCVM/FIA ?,Oui," Non, le FCP ne peut détenir plus de 10% de ses actifs en OPCVM/FIA/Fonds d’investissement.",False,False,False,False
313,Les OPCVM de droit français sont-ils autorisés dans le portefeuille ?,Oui, Oui,True,True,True,True
314,Les fonds professionnels spécialisés peuvent-ils être utilisés ?,Non, Oui,False,False,False,False
315,Les OPCVM nourriciers sont-ils autorisés dans le portefeuille ?,Non, Oui,False,False,False,False
316,Des instruments dérivés peuvent-ils être utilisés à 100 % de l’actif net ?,Oui," Oui, le FCP pourra utiliser les instruments dérivés dans la limite de 100 % de l’actif net.",True,True,True,True
317,Quelle est la proportion attendue de TRS pendant la période de commercialisation ?,1, La proportion attendue d'actifs sous gestion qui fera l'objet d'un TRS est de 100% pendant la période de commercialisation.,True,True,True,True
318,Quelle est la proportion attendue de TRS après la période de commercialisation ?,"0%, elle pourra être portée à 70%", 70%,False,False,False,False
319,Quelle est la date d’agrément du FCP par l'AMF ?,2024-10-12T00:00:00, 16-12-2024,False,False,False,False
320,Quel est le taux maximum de frais de gestion financière applicable à ce Fonds ?,"2,25 % TTC", 1% TTC,False,False,False,False
321,Les commissions de surperformance sont-elles facturées à ce Fonds ?,Non, Non,True,True,True,True
322,Des commissions de mouvement sont-elles applicables ?,Non, Oui,False,False,False,False
323,Quel est le taux maximum des frais de fonctionnement et autres services ?,"0,25 % TTC", 0.25 % TTC,True,True,True,True
324,Quels types de frais sont exclus des frais opérationnels ?,En sont exclus tous frais relatifs à l’acquisition et à la cession des actifs de l’OPC et les frais relatifs au contrôle des risques,"
Les frais de recherche dans le cadre du maintien du dépôt actuel des frais de recherche et les frais des données financières et extra-financières à usage de la gestion financière.",False,False,False,False
325,Quelle est l’assiette utilisée pour le calcul des frais de fonctionnement et autres services ?,Valeur Liquidative de Référence x Nombre de parts,"
Nombre de parts",False,False,False,False
326,Quelles sont les catégories d’actions présentées dans ce tableau ?,1C ; 1D ; 2C-USD Hedged ; 3C-GBP Hedged," 
Les catégories d’actions présentées dans ce tableau sont :
- SC
- 1D
- 2C-USD Hedged
- 3C-GBP Hedged",False,False,False,False
327,Quelle est la devise de dénomination de la catégorie d'actions 2C-USD Hedged ?,USD, USD,True,True,True,True
328,Quelle est la commission globale maximale pour les catégories 2C et 3C ?,"Jusqu’à 0,30 % par an", 0.30 % par an,True,True,True,True
329,Quelle catégorie d'actions peut verser un dividende ?,1D, 10 $,False,False,False,False
330,Quel est le montant minimum de souscription initiale de la catégorie d'actions 2C-USD Hedged ?,20000 actions, 20 000 Actions,True,True,True,True
331,Y a-t-il des frais de transaction sur le marché primaire pour la catégorie 1D ?,Oui, Non,False,False,False,False
332,Qui prend en charge les taxes sur les transactions financières pour la catégorie 1C ?,Le compartiment, Le Compartiment prend en charge toute taxe applicable aux transactions financières qui lui serait imputée.,True,True,True,True
333,Comment la commission de la Société de Gestion est-elle calculée pour les catégories d’actions du tableau présenté,correspond à un pourcentage maximum calculé chaque Jour d’évaluation sur la base de la Valeur Liquidative de la Catégorie d’Actions concernée.," La commission de la Société de Gestion est calculée à un pourcentage minimum de 0,02 % par an sur la base de la Valeur Liquidative de la Catégorie d’Actions concernée.",False,False,False,False
334,Quel est le niveau anticipé d’Écart de suivi (Tracking Error) pour la catégorie d’actions 1D ?,Jusqu’à 1 %," 
Jusqu’à 1 %",True,True,True,True
335,"Quel est l’objectif d’investissement de ce compartiment ?

",L’objectif est que votre investissement reflète la performance de l’indice FTSE 100 Index (l’« Indice de Référence ») dont le but est de refléter la performance des actions des 100 plus grandes sociétés britanniques cotées à la bourse de Londres. Les sociétés sont sélectionnées selon qu’elles ont la plus grande valeur combinée d’actions par rapport aux autres sociétés cotées à la bourse de Londres., L'objectif est que votre investissement reflète la performance de l'indice FTSE 100 Index.,True,True,True,True
336,Quelle méthode de gestion est utilisée par le compartiment Xtrackers FTSE 100 Income UCITS ETF ?,Le Compartiment est géré de manière passive conformément à une Politique d’Investissement Direct et est un Compartiment à Réplication totale,"
La méthode de gestion utilisée est la réplication totale.",True,True,True,True
337,Quel type de politique de distribution est prévu pour ce compartiment ?,"Le Compartiment peut distribuer des dividendes jusqu’à quatre fois par an à l’égard de la/des Catégorie(s) d’Actions D. Le Conseil d’Administration peut toutefois décider, pour des raisons économiques ou d’autres raisons impérieuses, de ne distribuer ni acompte sur dividendes ni de proposer d’approbation du versement d’un dividende par l’assemblée générale annuelle de la Société."," Le Compartiment pourra distribuer des dividendes, laquelle sera gérée par un tiers Registrar de Londres.",False,False,False,False
338,Quelles sont les restrictions d’investissement spécifiques appliquées ?,Le Compartiment n’investira pas plus de 10 % de ses actifs en parts ou actions d’autres OPCVM ou d’autres OPC," Le Compartiment n’investira pas plus de 10 % de ses actifs en parts ou actions d’autres OPCVM ou d’autres OPC, afin de demeurer dans les investissements éligibles à l’actif des OPCVM régis par la Direct",True,True,True,True
339,Le compartiment Xtrackers FTSE 100 Income UCITS ETF offre-t-il une protection sur le capital investi ?,Non, Le compartiment n'offre aucune garantie ou protection du capital à quelque moment que ce soit.,True,True,True,True
340,Quel indice est utilisé par le compartiment Xtrackers Xtrackers S&P 500 2x Inverse Daily Swap UCITS ETF ?,S&P 500 2x Inverse Daily Index,"
S&P 500 2x Inverse Daily Index",True,True,True,True
341,Quel compartiment utilise l'indice S&P Select Frontier Index ?,Xtrackers S&P Select Frontier Swap UCITS ETF, Xtrackers S&P Select Frontier Swap UCITS ETF,True,True,True,True
342,Quel est l’administrateur de l’indice CAC 40 utilisé par Xtrackers CAC 40 UCITS ETF ?,Euronext Paris ,"
Euronext Paris",True,True,True,True
343,Quelle est l’autorité de surveillance compétente pour l’administrateur des indices S&P Dow Jones ?,Autorité néerlandaise de surveillance des marchés financiers (AFM) – NLAF,"
Autorité compétente : Autorité fédérale de surveillance des marchés financiers (AFM) - NCAF",False,False,False,False
344,Quelle est la date de lancement du compartiment ?,14 mai 2008, 14 mai 2008,True,True,True,True
345,Quels sont les frais de souscription maximum pour la classe D (perf) ?,"5,00%","
Les frais de souscription maximum pour la classe D (perf) sont de 3,50%.",False,False,False,False
346,Quelle est l’heure limite pour que les ordres soient traités le jour même ?,avant 14 h 30 (CET) chaque Jour de valorisation,"
14h30 (CET)",False,False,True,False
347,Quelles classes n’appliquent aucune commission de performance ?,X,"
Les classes d'actions suivantes n'appliquent aucune commission de performance :
- Classe C (part I)
- Classe D (part I)
- Classe E (part I)
- Classe F (part I)
- Classe X (part",False,False,True,False
348,Quelle classe applique une commission de rachat ?,A (perf) ; D (perf),"
Classe C (part)",False,False,False,False
349,Le fonds Emerging Markets Sustainable Blended Debt Fund est-il exposé au risque lié à la notation de crédit en Chine ?,Oui,,True,True,True,True
350,Quels fonds sont exposés au risque lié à la fiscalité chinoise ?,Emerging Markets Sustainable Blended Debt Fund ; Global Dynamic Fund ; Global Environment Fund ; Global Equity Fund ; Global Franchise Fund ; Global Income Opportunities Fund ; Global Multi-Asset Income Fund ; Global Multi-Asset Sustainable Growth Fund (Euro) ; Global Multi-Asset Sustainable Growth Fund ; Global Macro Allocation Fund,"
Emerging Markets Sustainable Equity, Emerging Markets Dividend Fund, Emerging Markets Equity, Emerging Markets Dynamic, Emerging Markets Improvement Fund, Global Equity, Global Franchise, Global Gold Fund, Global High Yield, Global Income",False,False,False,False
351,Combien de fonds sont exposés au risque  lié à la fiscalité chinoise ?,10, 1.,False,False,False,False
352,Le fonds European Equity Fund est-il exposé à un quelconque risque mentionné dans le tableau ?,Oui, Non,False,False,False,False
353,Le compartiment Global Multi-Asset Income Fund Global Multi-Asset est-il exposé au risque lié à aux positions à découvert ?,Oui,,True,True,True,True
354,Combien de compartiments sont exposés au risque d'effet de levier ?,7, 10,False,False,False,False
355,Quels sont les compartiments exposés au risque d'effet de levier ?,Emerging Markets Sustainable Blended Debt Fund ; Global High Yield Fund ; Global Income Opportunities Fund ; Global Multi-Asset Income Fund ; Global Multi-Asset Sustainable Growth Fund (Euro) ; Global Multi-Asset Sustainable Growth Fund ; Global Macro Allocation Fund ," Les compartiments exposés au risque d'effet de levier sont : Emerging Markets Sustainable Equity, Global High Yield, Global Income Opportunities, Income Multi-Asset (Euro), Sustainable Multi-Asset (Euro), Sustainable Multi-",False,False,False,False
356,Quel compartiment présente le niveau d’effet de levier attendu le plus élevé ?,Target Return Bond Fund," Le compartiment ""Global High Yield Fund"" présente le niveau d’effet de levier attendu le plus élevé avec 100 %.",False,False,False,False
357,Quel est le niveau d’effet de levier attendu pour le compartiment Global High Yield Fund ?,1, 100 %,True,True,True,True
358,Le compartiment Global Total Return Credit Fund utilise-t-il la méthode d’engagements pour l’exposition globale ?,Non, Non,True,True,True,True
359,Quels compartiments utilisent la méthode VaR absolue ?,Global Total Return Credit Fund ; Target Return Bond Fund ; Emerging Markets Local Currency Total Return Debt Fund,"
- Global Total Return Credit Fund
- Target Return Bond Fund
- Emerging Markets Local Currency Total Return Debt Fund",True,True,True,True
360,Le compartiment Emerging Markets Hard Currency Debt Fund a-t-il un niveau d’effet de levier supérieur à celui du Emerging Markets Corporate Debt Fund ?,Non, Non,True,True,True,True
361,Le compartiment Emerging Markets Hard Currency Debt Fund a-t-il un niveau d’effet de levier égal à celui du Emerging Markets Corporate Debt Fund ?,Yes, Oui,True,True,True,True
362,Quels compartiments n’ont pas de portefeuille de référence indiqué ?,U.S. Dollar Money Fund ; Sterling Money Fund ; Global Total Return Credit Fund ; Target Return Bond Fund,"
- U.S. Dollar Money Fund
- Sterling Money Fund
- Global Total Return Credit Fund
- Target Return Bond Fund
- Emerging Markets Local Currency Total Return Debt Fund",False,False,False,False
363,Quel est le portefeuille de référence utilisé pour le compartiment Emerging Markets Blended Debt Fund  ?,Indice JP Morgan JEMB Hard Currency/Local Currency 50-50, Indice JP Morgan JEMB Hard Currency/Local Currency 50/50,True,True,True,True
364,Quelle est la catégorie du Asia Pacific Equity Income Fund qui a la commission de distribution la plus élevée ?,C, Catégorie I,False,False,False,False
365,Quelle est la catégorie avec la commission de distribution la plus élevée pour le fonds Asian High Yield Bond Fund ?,Catégorie C, Catégorie C,True,True,True,True
366,Vrai / Faux : La catégorie J a une commission de gestion de 0 % dans les deux fonds.,Vrai, Vrai,True,True,True,True
367,Vrai / Faux : La catégorie D a une commission de gestion plus élevée que la catégorie C dans le Asian High Yield Bond Fund.,Faux, Vrai,False,False,False,False
368,Oui /Non Est-ce que la catégorie D du Asian High Yield Bond Fund applique une commission de gestion de moins de 1 % ?,Oui, Oui,True,True,True,True
