id,question,answer,prediction,google__gemma-3-27b-it,Qwen__Qwen3-32B,meta-llama__Llama-3.3-70B-Instruct,majority_vote
201,Sous quelle forme juridique l’OPCI ALTIXIA VALEUR est-il constitué ?,Société à prépondérance immobilière à capital variable (SPPICAV), SAS,False,False,False,False
202,Quelle société assure la gestion de ce fonds ?,ALTIXIA REIM, ALTIXIA REIM,True,True,True,True
203,Quel établissement joue le rôle de dépositaire pour ce fonds ?,Société Générale, Société Générale,True,True,True,True
204,Quel texte réglementaire encadre juridiquement et financièrement l'OPCI ?,Code monétaire et financier, Code monétaire et financier,True,True,True,True
205,Quelle est la nature des parts proposées aux investisseurs ?,Action de catégorie « P », Action de catégorie « P »,True,True,True,True
206,Sur quel passage du document peut-on s’appuyer pour affirmer que la gestion du fonds est active ?,"La gestion pourra utiliser des instruments financiers à terme en vue de couvrir les actifs contre les risques de taux d’intérêts, devises et actions, et, dans la limite de 20 % de l’actif de la poche financière, en exposition afin de réaliser son objectif de gestion"," ""La gestion pourra utiliser des instruments financiers à terme en vue de couvrir les actifs contre les risques de taux d’intérêts, devises et actions, et, dans la limite de 20 % de l’actif de la poche financière, en exposition afin de réaliser son objectif de gestion.""",True,True,True,True
207,Quelle est l’adresse du dépositaire de ce fonds ?,29 bd Haussmann – 75009 PARIS," Société Générale, 29 bd Haussmann – 75009 PARIS",True,True,False,True
208,Où peut-on consulter le prospectus complet de l’OPCI ALTIXIA VALEUR pour obtenir des informations complémentaires ?,www.altixia.fr, www.altixia.fr,True,True,True,True
209,Quel est l’horaire limite pour la réception des ordres de souscription ou de rachat ?,au plus tard à 12h le jour ouvré précèdent la Date d’établissement de la Valeur Liquidative, 12h le jour ouvré précèdent la Date d’établissement de la Valeur Liquidative,True,True,True,True
210,Quel est le nom du fonds concerné par ce document ?,ALTIXIA VALEUR, ALTIXIA VALEUR,True,True,True,True
211,Quelle est la dénomination exacte du fonds mentionné dans ce document ?,Artisan Global Value Fund, Artisan Global Value Fund,True,True,True,True
212,À quel fonds parapluie le compartiment Artisan Global Value Fund est-il rattaché ?,Artisan Partners Global Funds plc, Artisan Partners Global Funds plc,True,True,True,True
213,Quelle est la catégorie d’actions proposée par ce fonds ?,Actions de Catégorie A, Actions de Catégorie A Dollar US Capitalisation,False,False,False,False
214,Quel est le mode d’affectation des revenus pour ce fonds ?,Capitalisation, Les revenus et dividendes du Fonds seront réinvestis et intégrés à la valeur de vos actions.,True,True,True,True
215,Quel est le code d’identification international attribué à ce fonds ?,IE00B8Q6N977, IE00B8Q6N977,True,True,True,True
216,Quelle est l’adresse de correspondance mentionnée dans le document ?,"200 Capital Dock, 79 Sir John Rogerson’s Quay, Dublin 2, D02 RK57, Irlande"," c/o J.P. Morgan Administration Services (Ireland) Ltd, 200 Capital Dock, 79 Sir John Rogerson’s Quay, Dublin 2, D02 RK57, Irlande",True,False,False,False
217,Quel est le numéro de téléphone pour contacter l'initiateur du PRIIP ?,353 1 612 3155, +353 1 612 3155,True,True,True,True
218,Quelle société assure la gestion administrative de ce compartiment ?,KBA Consulting Management Limited, J.P. Morgan Administration Services (Ireland) Ltd,False,False,False,False
219,Quel acteur est mentionné comme initiateur du produit d’investissement packagé (PRIIP) ?,Artisan Partners Limited Partnership, Artisan Partners Limited Partnership,True,True,True,True
220,Quelle autorité de régulation a agréé la société de gestion ?,Central Bank of Ireland (CBI), Central Bank of Ireland (CBI),True,True,True,True
221,À quelle date ce document d'informations clés a-t-il été mis à jour ?,30 septembre 2022, 30 septembre 2022,True,True,True,True
222,Quel est l’objectif de gestion principal poursuivi par ce fonds ?,Générer une plus-value de capital à long terme, Générer une plus-value de capital à long terme en investissant principalement dans les actions d’entreprises cotées et dans d’autres types d’investissements liés à des titres de capital.,True,True,True,True
223,Quel niveau de risque synthétique est attribué à ce produit sur l’échelle de 1 à 7 ?,risque 4 sur 7, 4 sur 7,True,True,True,True
224,Comment est qualifié le niveau de risque de marché associé à ce fonds ?,niveau moyen, Classe de risque 4 sur 7,False,False,False,False
225,Combien d’années l’investisseur est-il invité à conserver ce fonds pour limiter les risques liés à une sortie anticipée ?,5 années, 5 années,True,True,True,True
226,Quel est le pourcentage des frais de gestion annuels appliqués à ce produit ?,"1,8% de la valeur de votre investissement par an"," 1,8%",True,True,True,True
227,Quelle part de votre investissement annuel est prélevée sous forme de frais de transaction ?,"0,2% de la valeur de votre investissement par an"," 0,2%",True,True,True,True
228,Quel est le montant des frais de sortie appliqués après un an de détention ?,0, 0 USD,True,True,True,True
229,Quelle autorité a agréé l’initiateur du PRIIP mentionné dans ce document ?,Central Bank of Ireland (CBI), Central Bank of Ireland (CBI),True,True,True,True
230,Ce produit est-il structuré sous forme de fonds à compartiments multiples ?,Fonds ouvert à compartiments multiples, Oui,True,True,True,True
231,Quelle est la durée de vie prévue pour ce fonds ?,-, Cet investissement n’a pas de date d’échéance.,True,True,True,True
232,Quel risque spécifique est mentionné en lien avec la devise d’investissement ?,Attention au risque de change. Les sommes qui vous seront versées le seront dans une autre monnaie, Risque de change,True,True,True,True
233,Le fonds applique-t-il une commission de performance ?,Aucune, Non,True,True,True,True
234,Dans quelle devise ce fonds est-il libellé ?,USD, Dollar US,True,True,True,True
235,Quel établissement assure le rôle de dépositaire pour ce fonds ?,J.P. Morgan SE, J.P. Morgan SE,True,True,True,True
236,Quel type de document réglementaire ce texte représente-t-il ?,PRIIP, Document d’informations clés,True,False,True,True
237,Comment le fonds peut-il limiter les risques sur ses actifs ?,il peut recourir à des techniques d’investissement visant à protéger la valeur du Fonds, Le Fonds peut investir de manière indirecte dans des actions par le biais d’instruments dérivés et recourir à des techniques d’investissement visant à protéger la valeur du Fonds.,True,True,True,True
238,À quel type d’investisseur ce fonds est-il destiné ?,"L’investisseur type du Fonds est un investisseur institutionnel ou professionnel, c’est-à-dire une entreprise, un fonds de pension, une compagnie d’assurance, un organisme du secteur public tel qu’une agence gouvernementale ou supranationale ou une autorité locale, une banque, une autre société d’investissement ou tout autre intermédiaire. Il peut également s’agir de particuliers fortunés et de conseillers et cabinets de conseil en gestion du patrimoine privé"," investisseur institutionnel ou professionnel, particuliers fortunés et conseillers en gestion du patrimoine privé.",True,True,True,True
239,Quel est le type de produit financier auquel appartient ce fonds ?,Fonds ouvert, Fonds ouvert,True,True,True,True
240,Quel code permet d’identifier ce fonds de manière unique au niveau international ?,LU0975848937, LU0975848937,True,True,True,True
241,Quelle entité assure la gestion de ce produit d’investissement ?,Robeco Institutional Asset Management B.V., Robeco Institutional Asset Management B.V.,True,True,True,True
242,Quelle autorité supervise et régule Robeco Institutional Asset Management B.V. ?,Autoriteit Financiële Markten, Autoriteit Financiële Markten,True,True,True,True
243,"Quel est l’objectif de gestion poursuivi par ce fonds ?

",Le fonds vise à enregistrer une surperformance en prenant des positions qui dévient de l'indice de référence," Le fonds Robeco BP US Select Opportunities Equities D EUR vise une performance supérieure à l'indice en investissant dans des actions à moyenne capitalisation aux États-Unis, sélectionnées par une analyse fondamentale.",True,False,False,False
244,Quel est l’indice de référence utilisé pour comparer les performances de ce fonds ?,"Russell Mid Cap Value index (Gross Total Return, EUR)"," Russell Mid Cap Value index (Gross Total Return, EUR)",True,True,True,True
245,À quel article du règlement SFDR ce fonds se conforme-t-il en matière de durabilité ?,8, Article 8,True,True,True,True
246,Quelle est la durée de détention recommandée pour ce fonds ?,5 à 7 ans, 5 années,False,False,True,False
247,Ce fonds a-t-il une date d’échéance fixée ?,Ce fonds n'a pas de date d'échéance, Non,True,True,True,True
248,Quel est le niveau de risque attribué à ce produit ?,niveau de 5 sur 7, 5 sur 7,True,True,True,True
249,À quel type de risque spécifique ce fonds est-il exposé en raison de la devise des investissements ?,Risque de change, Risque de change,True,True,True,True
250,Quel est le pourcentage des frais de gestion prélevés sur ce produit ?,"1,71%"," 1,71%",True,True,True,True
251,Quel est le pourcentage maximal pouvant être prélevé à l’entrée lors d’un investissement dans ce fonds ?,"5,00% Maximum"," 5,00%",True,True,True,True
252,Quel pourcentage de l’investissement est consacré aux frais de transaction ?,"0,45%"," 0,45%",True,True,True,True
253,Quelle somme un investisseur pourrait-il récupérer dans le scénario défavorable après 1 an ?,"7640,00"," €7640,00",True,True,True,True
254,Quel est le montant estimé dans le scénario modéré après 5 années ?,"14960,50"," €14960,50",True,True,True,True
255,Quelle est la performance attendue dans un scénario favorable sur 5 ans ?,"21607,77"," 8,39%",False,False,False,False
256,Quel est le dépositaire du fonds ?,"J.P. Morgan SE, Luxembourg Branch"," J.P. Morgan SE, Luxembourg Branch",True,True,True,True
257,Quelle est l’adresse de contact de Robeco pour toute réclamation ?,"Weena 850, 3014 DA Rotterdam, Pays-Bas"," Weena 850, 3014 DA Rotterdam, Pays-Bas",True,True,True,True
258,Quelle est l’adresse e-mail à utiliser pour déposer une réclamation auprès de Robeco ?,complaints@robeco.nl, complaints@robeco.nl,True,True,True,True
259,Quel est le nom du produit de placement ?,Robeco BP US Select Opportunities Equities D EUR, Robeco BP US Select Opportunities Equities D EUR,True,True,True,True
260,Sous quelle forme statutaire est constitué ce fonds ?,SICAV, SICAV,True,True,True,True
261,La gestion de ce fonds est-elle active ou passive ?,géré de manière active, Active,True,True,True,True
262,À quel fonds parapluie ce produit est-il rattaché ?,Robeco Capital Growth Funds, SICAV Robeco Capital Growth Funds,True,True,True,True
263,Comment sont traitées les sommes distribuables dans ce fonds ?,Capitalisation, Affectation des résultats: Capitalisation,True,True,True,True
264,Quel est le principal risque associé à ce fonds ?,Soyez conscients du risque de change, Risque de change,True,True,True,True
265,Quel est le pourcentage des frais d’entrée appliqués à ce fonds ?,"5,00%"," 5,00%",True,True,True,True
266,Des frais de sortie sont-ils prélevés lorsque l’on revend ses produits d'investissement ?,"0,00%"," Non, il n'y a pas de frais de sortie.",True,True,True,True
267,Le fonds applique-t-il une commission de performance ?,There is no performance fee for this product," Non, il n'y a pas de frais de performance pour ce produit.",True,True,True,True
268,À quelle date ce fonds a-t-il été lancé ?,2023-01-01T00:00:00, 01/01/2023,True,True,True,True
269,Quel est le dépositaire de ce fonds ?,"J.P. Morgan SE, Luxembourg Branch", J.P. Morgan SE,False,False,True,False
270,Quelle entité assure la gestion du fonds ?,Robeco Institutional Asset Management B.V., Robeco Institutional Asset Management B.V.,True,True,True,True
271,Quelle est la devise de référence utilisée pour ce fonds ?,EUR, EUR,True,True,True,True
272,En quelle devise les investissements dans ce fonds sont-ils effectués ?,USD, dollars US,True,True,True,True
273,Comment s'appelle ce type de document ?,PRIIPs, Document d’information clé,True,False,True,True
274,Quel est le type de produit présenté dans ce document d’information clé ?,Action du compartiment US Blue Chip Equity Fund, action,False,False,True,False
275,Quel est le nom du fonds présenté par ce document ?,US Blue Chip Equity Fund, US Blue Chip Equity Fund,True,True,True,True
276,Quelle est la date d’échéance de ce fonds ?,-, Ce fonds n'est assorti d'aucune date d'échéance.,True,True,True,True
277,Quel est l’objectif principal du fonds ?,augmenter la valeur de ses actions à long terme en accroissant la valeur de ses placements, D'augmenter la valeur de ses actions à long terme en accroissant la valeur de ses placements.,True,True,True,True
278,Le fonds est-il géré de manière active ou passive ?,le fonds fait l'objet d'une gestion active et investit principalement dans un portefeuille diversifié composé d'actions de grandes et moyennes capitalisations « blue chip » situées aux États-Unis, Le fonds est géré de manière active.,True,True,True,True
279,Quel indice est utilisé à titre de comparaison de performance ?,S&P 500 Index Net 30% Withholding Tax, S&P 500 Index Net 30% Withholding Tax,True,True,True,True
280,Quelle est la devise de référence?,USD, USD,True,True,True,True
281,À quel type d’investisseur ce produit est-il destiné ?,qui ont l'intention d'investir à moyen ou long terme," investisseurs qui possèdent tout niveau de connaissances et/ou d'expérience, cherchent à accroître leur capital et qui ont l'intention d'investir à moyen ou long terme.",True,True,True,True
282,Quel est l’indicateur synthétique de risque (ISRR) attribué à ce produit ?,6 sur 7, 6 sur 7,True,True,True,True
283,Quels types de risque supplémentaires sont mentionnés pour ce produit ?,Tenez compte du risque de change, Risque de change,True,True,True,True
284,Quelle est la part des frais de gestion annuels appliqués à ce fonds ?,"1,62 %"," 1,62 %",True,True,True,True
285,À combien s’élèvent les frais de transaction annuels estimés ?,"0,19 % par an"," 0,19 % de la valeur de votre investissement par an.",True,True,True,True
286,Quel est le pourcentage maximal des frais d’entrée prélevés,5 %, 5 %,True,True,True,True
287,Des frais sont-ils appliqués lors de la sortie de ce fonds ?,"0,00 %"," Non, aucuns frais de sortie ne sont appliqués par nos fonds en vertu du prospectus.",True,True,True,True
288,Quelle société est responsable de la gestion de ce fonds ?,T. Rowe Price (Luxembourg) Management S.à r.l., T. Rowe Price (Luxembourg) Management S.à r.l.,True,True,True,True
289,Quel établissement assure la fonction de dépositaire pour ce fonds ?,"J.P. Morgan SE, succursale du Luxembourg"," J.P. Morgan SE, succursale du Luxembourg",True,True,True,True
290,À quel fonds parapluie le compartiment présenté appartient-il ?,T. Rowe Price Funds SICAV, T. Rowe Price Funds SICAV,True,True,True,True
291,Quelle est la durée de placement recommandée pour ce produit ?,5 ans, 5 ans,True,True,True,True
292,Quel est le montant de la commission de performance ?,"0,00 %"," 0,00 %",True,True,True,True
293,Quel a été le rendement annuel moyen du fonds sur les cinq dernières années ?,"15,94 %"," 15,94%",True,True,True,True
294,Quelle autorité a agréé la société de gestion T. Rowe Price (Luxembourg) Management S.à r.l. ?,CSSF, Commission de Surveillance du Secteur Financier (« CSSF »),True,True,True,True
295,Pourquoi le fonds a-t-il recours à des instruments dérivés ?,Le fonds pourra utiliser des instruments dérivés aux fins de couverture et de gestion efficace du portefeuille, aux fins de couverture et de gestion efficace du portefeuille.,True,True,True,True
296,"Quelle est l’adresse à utiliser pour déposer une réclamation concernant ce fonds ?

","35, Boulevard du Prince Henri, L-1724 Luxembourg, Grand-Duché de Luxembourg"," T. Rowe Price (Luxembourg) Management S.à r.l, à l'attention du Responsable du traitement des plaintes, 35, Boulevard du Prince Henri, L-1724 Luxembourg, Grand-Duché de Luxembourg.",True,True,True,True
297,Quel numéro de téléphone peut-on contacter pour obtenir plus d’informations sur le fonds ?,352 4626 85162, +352 4626 85162,True,True,True,True
298,De quel type de document de 3 pages s'agit-il ?,PRIIP, Document d'Informations Clés,True,True,True,True
299,Quel est le type de produit présenté dans le document ?,"Catégorie AU (USD Actions de capitalisation) LU0061474960, un compartiment de Threadneedle (Lux)", Fonds d'investissement,True,True,True,True
300,Quel est le nom du compartiment ?,THREADNEEDLE (LUX) - GLOBAL FOCUS, Threadneedle (Lux) - Global Focus,True,True,True,True
301,À quelle SICAV ce compartiment est-il rattaché en tant que fonds parapluie ?,Threadneedle (Lux) (« la SICAV »), Threadneedle (Lux),True,True,True,True
302,Quel est l’objectif principal du fonds ?,Le Fonds vise à accroître la valeur de votre investissement à long terme, accroître la valeur de votre investissement à long terme.,True,True,True,True
303,Quelle est la nature des parts émises par ce fonds ?,AU, des actions,False,False,False,False
304,Comment sont affectés les revenus générés par le fonds ?,capitalisation, Les revenus provenant des investissements réalisés par le Fonds seront réintégrés dans la valeur des parts.,True,True,True,True
305,Quel est le pourcentage des frais courants prélevés annuellement ?,"1,80%"," 1,80%",True,True,True,True
306,Quel est le pourcentage maximum des frais d’entrée ?,"5,00%"," 5,00%",True,True,True,True
307,Quel est le montant des frais de sortie pour ce fonds ?,"0,00%"," 0,00%",True,True,True,True
308,Quels sont les frais prélevés en cas de transfert depuis un autre fonds ?,"0,75%"," 0,75%",True,True,True,True
309,Quel est l’indicateur synthétique de risque (ISRR) attribué à ce produit ?,catégorie 6, 6,True,True,True,True
310,Quel impact les fluctuations des taux de change peuvent-elles avoir sur la valeur de l’investissement ?,les modifications des taux de change peuvent affecter la valeur des investissements, Les modifications des taux de change peuvent affecter la valeur des investissements.,True,True,True,True
311,En quoi le caractère concentré du portefeuille d’investissement de ce fonds constitue-t-il un facteur de risque spécifique ?,"Le Fonds présente un portefeuille ciblé (il détient un nombre limité d'investissements et/ou un univers d'investissement limité) et si un ou plusieurs de ces investissements déclinent ou subissent un préjudice, ceci peut avoir un effet prononcé sur la valeur du Fonds"," Le caractère concentré du portefeuille d’investissement de ce fonds constitue un facteur de risque spécifique parce que si un ou plusieurs de ces investissements déclinent ou subissent un préjudice, ceci peut avoir un effet prononcé sur la valeur du Fonds.",True,True,True,True
312,À quelle date la catégorie d'actions AU (USD) a-t-elle été lancée ?,31/10/1995, 31/10/1995,True,True,True,True
313,Quelle est la date de lancement initiale du fonds THREADNEEDLE (LUX) – GLOBAL FOCUS ?,31/03/1993, 31/03/1993,True,True,True,True
314,Quelle est la date de mise à jour des informations fournies dans ce document ?,2020-10-07T00:00:00, 10/07/2020,True,True,True,True
315,Quelle est la date de clôture de l’exercice comptable utilisée pour calculer les frais courants ?,31/03/19, 31/03/19,True,True,True,True
316,En quelle devise les performances du fonds sont-elles exprimées ?,USD, USD,True,True,True,True
317,"Le type de document réglementaire présenté ici est un Kiid, quel extrait nous le confirme ?",INFORMATIONS CLÉS POUR L'INVESTISSEUR," ""Les informations qu’il contient vous sont fournies conformément à une obligation légale, afin de vous aider à comprendre en quoi consiste un investissement dans ce fonds et quels risques y sont associés.""",False,False,False,False
318,Quel est le code ISIN de la catégorie d’actions AU (USD) du fonds ?,LU0061474960, LU0061474960,True,True,True,True
319,Quel indice de référence est utilisé pour évaluer la performance du fonds ?,MSCI All Countries World, MSCI All Countries World,True,True,True,True
320,Quel est l’objectif principal du fonds selon le document ?,Accroître la valeur de l’investissement à long terme, accroître la valeur de votre investissement à long terme,True,True,True,True
321,Quelle est la répartition géographique visée par les investissements du fonds ?,Le Fonds investit au moins deux tiers de ses actifs dans des actions de sociétés du monde entier. Le Fonds peut investir dans des marchés émergents et développés.," Le Fonds investit au moins deux tiers de ses actifs dans des actions de sociétés du monde entier, y compris dans des marchés émergents et développés.",True,True,True,True
322,Quelle est la devise de référence du fonds ?,USD, USD,True,True,True,True
323,Quel est le montant des frais de transaction ?,-," 0,75%",False,False,False,False
324,Quelle société est en charge de la gestion du fonds ?,Threadneedle Management Luxembourg S.A., Threadneedle Management Luxembourg S.A.,True,True,True,True
325,Quel est le dépositaire du fonds ?,"Citibank Europe plc, Luxembourg branch"," Citibank Europe plc, Luxembourg branch",True,True,True,True
326,Quel est le style de gestion adopté par le fonds ?,Gestion active, activement géré,True,True,True,True
327,"Ce fonds est-il prévu pour un investissement à court, moyen ou long terme ?",long terme, long terme,True,True,True,True
328,Quelle autorité supervise et agrée la société de gestion ?,CSSF, CSSF,True,True,True,True
329,Dans quel pays ce fonds at-il été agréé ?,Luxembourg, Luxembourg,True,True,True,True
330,Quelle est la forme juridique du fonds ?,SICAV, SICAV,True,True,True,True
331,Quelle entreprise fournit des données sur les performances passées du fonds en ligne ?,Morningstar, Morningstar,True,True,True,True
332,À quelle catégorie réglementaire appartient ce fonds ?,OPCVM, catégorie 6,False,False,False,False
333,Quel est le type de produit financier représenté par le Franklin Income Fund ?,Action du compartiment Franklin Income Fund, action du compartiment Franklin Income Fund,True,True,True,True
334,Quel est le sous fonds présenté ici ?,Franklin Income Fund, Franklin Income Fund,True,True,True,True
335,Quel est le nom du fonds auquel appartient le compartiment présenté ?,Franklin Templeton Investment Funds, Franklin Income Fund,False,False,False,False
336,Sous quelle forme juridique est constitué le Franklin Income Fund ?,SICAV, Société d'investissement à capital variable (SICAV) ayant le statut d'OPCVM,True,True,True,True
337,Quel est le statut réglementaire de Franklin Templeton Investment Funds ?,OPCVM, OPCVM,True,True,True,True
338,Quel est le code ISIN du Franklin Income Fund ?,LU0098860793, LU0098860793,True,True,True,True
339,Dans quel pays le document financier (PRIIP) a t-il été agréé ?,Luxembourg, Luxembourg,True,True,True,True
340,Quelle est la durée de vie du fonds Franklin Income Fund ?,Néant, Le Fonds n'a pas de date d'échéance.,True,True,True,True
341,Quel est l'objectif principal poursuivi par le fonds ?,"Le Fonds a pour objectif de s'assurer des revenus et, en deuxième lieu, d'augmenter la valeur de ses placements à moyen ou long terme", maximiser leur revenu,False,False,True,False
342,Quel est l’indice de référence utilisé pour comparer les performances du Franklin Income Fund ?,50 % MSCI USA High Dividend Yield + 25 % Bloomberg Barclays High Yield Very Liquid + 25 % Bloomberg Barclays US Aggregate, 50 % MSCI USA High Dividend Yield + 25 % Bloomberg Barclays High Yield Very Liquid + 25 % Bloomberg Barclays US Aggregate,True,True,True,True
343,Ce fonds est-il géré de manière passive ou active ?,active, active,True,True,True,True
344,Quelle est la durée de placement recommandée pour ce produit ?,3 ans, 3 années,True,True,True,True
345,Quelle est la devise de référence du fonds ?,USD, USD,True,True,True,True
346,Quel est le niveau de risque synthétique (ISRR) attribué à ce fonds sur une échelle de 1 à 7 ?,3 sur 7, 3,True,True,True,True
347,Quel type de risque lié aux devises est mentionné dans le document ?,Soyez conscient du risque de change, Risque de change,True,True,True,True
348,Quel type de risque est lié à la capacité de l’émetteur à rembourser sa dette ?,Risque de crédit, Risque de crédit,True,True,True,True
349,"Dans la section relative aux risques, pour quelle raison le fonds utilise-t-il des instruments dérivés ?",à des fins de couverture," à des fins de couverture, de gestion efficace de portefeuille et/ou d'investissement",True,False,False,False
350,Quel est le nom du dépositaire du fonds dans ce PRIIP ?,"J.P. Morgan SE, succursale de Luxembourg"," J.P. Morgan SE, succursale de Luxembourg",True,True,True,True
351,Quelle autorité réglementaire supervise la société de gestion ?,Commission de Surveillance du Secteur Financier, Commission de Surveillance du Secteur Financier (CSSF),True,True,True,True
352,Quelle société assure la gestion du fonds Franklin Income Fund ?,Franklin Templeton International Services S.à r.l., Franklin Templeton International Services S.à r.l.,True,True,True,True
353,"Dans le scénario défavorable sur une durée de 3 ans avec un investissement de 10 000 USD, quel montant l’investisseur pourrait-il récupérer ?",8300 USD, 4430 USD,False,False,False,False
354,"Dans le scénario favorable sur une durée de trois ans avec un investissement de 10000 USD, quel montant l'investisseur peut-il espérer obtenir sur son investissement ?",12380 USD, 12380 USD,True,True,True,True
355,Quel est le numéro de téléphone pour obtenir des informations sur le Franklin Income Fund ?,352) 46 66 67-1, (+352) 46 66 67-1,True,True,True,True
356,Quelle est l’adresse email de contact du service client ?,lucs@franklintempleton.com, lucs@franklintempleton.com,True,True,True,True
357,Quelle est l’adresse postale de Franklin Templeton International Services S.à r.l. ?,"8A, rue Albert Borschette, L-1246 Luxembourg"," 8A, rue Albert Borschette L-1246 Luxembourg",True,True,True,True
358,Quel est le site internet officiel où l’on peut consulter les informations sur le fonds ?,www.franklintempleton.lu, www.franklintempleton.lu,True,True,True,True
359,Quel est le pourcentage des frais d’entrée appliqués lors de la souscription au fonds MAM Entreprises Familiales ?,"2,00%"," 2,00%",True,True,True,True
360,Quel est le montant des frais de sortie lors du rachat des parts de ce fonds ?,"1,00%"," 1,00%",True,True,True,True
361,Quel est le pourcentage des frais courants prélevés annuellement sur l’actif net ?,"3,49%"," 3,49%",True,True,True,True
362,Quelle est la commission de performance appliquée sur la surperformance du fonds par rapport à son indice de référence ?,10% TTC maximum de la surperformance du FCP au-delà de l'indice de référence, 10% TTC maximum,True,True,True,True
363,Quel type de risque peut apparaître lorsque les volumes d’échange sur les marchés financiers sont très faibles ?,Risque de liquidité, Risque de liquidité,True,True,True,True
364,Quel est le niveau de risque ISRR  du produit ?,6, 6,True,True,True,True
365,Quel est l’indice de référence utilisé par le fonds MAM Entreprises Familiales ?,CAC ALL TRADABLE, CAC ALL TRADABLE,True,True,True,True
366,Quelle est la date de création de ce fonds ?,18/10/2002, 18/10/2002,True,True,True,True
367,Quelle restriction légale est imposée concernant les investisseurs ou entités américaines ?,"Ces parts ne doivent ni être offertes, vendues ou transférées aux Etats Unis (y compris dans ses territoires et possessions et toute région soumise à son autorité judiciaire) ni bénéficier, directement ou indirectement, à une US Person (au sens du règlement S du Securities Act de 1933 - définition disponible sur le site internet www.meeschaertassetmanagement.com)"," Les parts ne doivent ni être offertes, vendues ou transférées aux Etats Unis (y compris dans ses territoires et possessions et toute région soumise à son autorité judiciaire) ni bénéficier, directement ou indirectement, à une US Person.",True,True,True,True
368,Quelle est la devise de référence du fonds ?,EUR, EUR,True,True,True,True
369,Quelle plateforme d’analyse financière est citée dans cet extrait de document ?,Bloomberg, Bloomberg,True,True,True,True
370,Quel est le ticker Bloomberg utilisé pour l’indice de référence du fonds MAM Entreprises Familiales ?,SBF250NT, SBF250NT,True,True,True,True
371,Quel élément textuel de ce document réglementaire destiné à informer l’investisseur sur ce produit m'informe que ce document est un KIID (et pas un PRIIP) ?,INFORMATIONS CLES POUR L'INVESTISSEUR," ""Les informations qu’il contient vous sont fournies conformément à une obligation légale, afin de vous aider à comprendre en quoi consiste un investissement dans ce fonds et quels risques y sont associés.""",False,False,False,False
372,Quel est le numéro ISIN associé à la part C du fonds ?,FR0000988933, FR0000988933,True,True,True,True
373,Combien de temps est-il conseillé de conserver son investissement dans ce fonds ?,5 ans, 5 ans,True,True,True,True
374,"Sous quelle forme juridique est structuré le fonds ?

",FCP, OPCVM,False,False,False,False
375,Quel est le statut réglementaire de ce produit ?,OPCVM, OPCVM,True,True,True,True
376,Quel est l’objectif de gestion principal poursuivi par le fonds ?,croissance du capital à moyen ou long terme, offrir une croissance du capital à moyen ou long terme par le biais d’un portefeuille investi en actions d’entreprises des pays de l'Union Européenne.,True,False,True,True
377,Quelle entité prend en charge la gestion active de ce fonds ?,Meeschaert Asset Management, Meeschaert Asset Management,True,True,True,True
378,Quelle instance publique est responsable de l'agrément de l'OPCVM ?,Autorité des Marchés Financiers, Autorité des Marchés Financiers,True,True,True,True
379,Dans quel pays Européen la société de gestion Meeschaert Asset Management a t-elle été agréé ?,France, France,True,True,True,True
380,Quelle autorité a délivré l’agrément à la société de gestion Meeschaert Asset Management ?,Autorité des Marchés Financiers, Autorité des Marchés Financiers,True,True,True,True
381,Quel identifiant officiel a été attribué à Meeschaert Asset Management par l’autorité de régulation ?,GP-040 00025, GP-040 00025,True,True,True,True
382,À qui ce fonds est-il déconseillé du fait de sa durée de détention recommandée ?,Ce fonds pourrait ne pas convenir aux investisseurs qui prévoient de retirer leur apport avant 5 ans., investisseurs qui prévoient de retirer leur apport avant 5 ans,True,True,True,True
383,Où envoyer une correspondance à Meeschaert Asset Management ?,Tour Maine Montparnasse 33 avenue du Maine 75755 Paris Cedex 15, Tour Maine Montparnasse 33 avenue du Maine 75755 Paris Cedex 15,True,True,True,True
384,"Quel est le nom du fonds présenté dans ce document réglementaire ?

",MAM ENTREPRISES FAMILIALES, MAM ENTREPRISES FAMILIALES,True,True,True,True
385,Ce fonds fait-il partie d’un fonds parapluie ?,-, Non,True,True,False,True
386,"Il s'agit d'un KIID car il est écrit "" ""?",INFORMATIONS CLES POUR L'INVESTISSEUR, non,False,False,False,False
387,Quelle stratégie peut être utilisée par le gérant pour protéger le portefeuille contre les variations du marché ?,le gérant pourra prendre des positions en vue de couvrir le portefeuille contre les risques actions et de change et/ou de reconstituer une exposition synthétique," Dans les limites de 100 % de l’actif, le gérant pourra prendre des positions en vue de couvrir le portefeuille contre les risques actions et de change et/ou de reconstituer une exposition synthétique.",True,True,True,True
388,"À quelle date les informations clés pour l’investisseur ont-elles été mises à jour pour la dernière fois ?

",27/08/2021, 27/08/2021,True,True,True,True
389,Quel établissement agit en tant que dépositaire pour le fonds ?,CACEIS BANK, CACEIS BANK,True,True,True,True
390,Sous quelle dénomination est enregistré le fonds ?,Goldman Sachs Global Millennials Equity Portfolio, Goldman Sachs Funds,False,False,False,False
391,"Comment s’appelle la structure globale regroupant plusieurs compartiments, dont celui présenté ici ?",Goldman Sachs Funds, Goldman Sachs Funds,True,True,True,True
392,Ce fonds relève-t-il d’une société d’investissement à capital variable ou d’un autre cadre juridique ?,Société d'investissement à capital variable, Ce fonds relève d’une société d’investissement à capital variable.,True,True,True,True
